Date,Region,Product,Sales Amount
2023-08-17,South,Product A,809.61
2023-08-17,West,Product A,4549.14
2023-08-17,South,Product A,2531.69
2023-08-17,West,Product A,407.74
2023-08-17,South,Product D,3583.88
2023-08-17,West,Product D,4184.38
2023-08-17,North,Product A,2172.19
2023-08-17,West,Product A,2351.01
2023-08-18,South,Product B,113.14
2023-08-18,South,Product A,2848.95
2023-08-18,South,Product D,1044.82
2023-08-18,West,Product B,4105.7
2023-08-18,East,Product B,2624.45
2023-08-18,West,Product C,3682.91
2023-08-19,West,Product C,750.67
2023-08-19,East,Product A,3590.42
2023-08-19,South,Product B,3383.29
2023-08-19,West,Product B,2708.99
2023-08-19,South,Product D,4451.14
2023-08-19,East,Product B,3304.6
2023-08-19,West,Product A,4078.45
2023-08-19,North,Product D,2168.7
2023-08-19,East,Product D,1834.64
2023-08-20,West,Product A,4625.37
2023-08-20,North,Product A,1850.93
2023-08-20,South,Product A,1591.46
2023-08-20,North,Product C,1374.95
2023-08-21,South,Product B,766.32
2023-08-21,South,Product B,1120.13
2023-08-21,East,Product C,1910.89
2023-08-21,West,Product A,4240.44
2023-08-21,West,Product B,3334.12
2023-08-21,West,Product B,3218.24
2023-08-21,South,Product C,494.64
2023-08-21,East,Product C,3149.91
2023-08-21,East,Product C,2906.41
2023-08-21,West,Product D,117.62
2023-08-21,South,Product A,3825.13
2023-08-21,West,Product A,1564.73
2023-08-22,East,Product B,3729.5
2023-08-22,South,Product A,909.51
2023-08-22,West,Product D,2447.5
2023-08-22,South,Product B,1364.4
2023-08-22,North,Product A,2175.62
2023-08-23,South,Product D,1542.05
2023-08-23,West,Product A,2369.47
2023-08-23,East,Product A,3330.48
2023-08-23,North,Product B,1388.82
2023-08-23,West,Product B,4301.98
2023-08-23,West,Product C,1319.27
2023-08-23,South,Product A,1816.14
2023-08-23,East,Product D,1648.36
2023-08-23,East,Product D,845.54
2023-08-23,South,Product C,312.22
2023-08-24,South,Product A,2107.52
2023-08-24,North,Product A,3895.32
2023-08-24,East,Product C,4294.2
2023-08-24,South,Product D,275.16
2023-08-24,East,Product D,1880.95
2023-08-24,South,Product A,4774.52
2023-08-25,West,Product C,124.0
2023-08-25,South,Product B,2001.58
2023-08-25,West,Product C,1183.26
2023-08-25,North,Product C,4839.85
2023-08-25,North,Product C,2409.01
2023-08-25,East,Product C,3124.57
2023-08-26,North,Product A,3945.44
2023-08-26,North,Product B,2395.35
2023-08-26,North,Product A,160.39
2023-08-27,West,Product B,4185.04
2023-08-27,South,Product D,1481.43
2023-08-27,West,Product A,90.14
2023-08-27,East,Product B,3979.49
2023-08-27,South,Product C,4432.92
2023-08-27,North,Product D,3102.73
2023-08-27,North,Product A,4565.54
2023-08-27,South,Product B,2276.14
2023-08-27,North,Product C,4093.99
2023-08-28,West,Product C,4193.19
2023-08-28,North,Product B,1898.65
2023-08-29,South,Product A,4777.74
2023-08-29,West,Product A,695.74
2023-08-29,South,Product B,2948.16
2023-08-30,East,Product C,3072.04
2023-08-30,West,Product D,2320.9
2023-08-30,North,Product C,877.62
2023-08-30,South,Product C,1044.21
2023-08-30,West,Product D,4767.9
2023-08-30,East,Product A,1323.03
2023-08-30,West,Product A,753.2
2023-08-30,South,Product B,3493.42
2023-08-30,North,Product B,2559.3
2023-08-30,East,Product B,2671.74
2023-08-31,North,Product B,2446.85
2023-08-31,East,Product A,2749.55
2023-08-31,South,Product C,2542.71
2023-08-31,North,Product C,2382.3
2023-08-31,South,Product A,972.27
2023-09-01,East,Product A,4232.5
2023-09-01,West,Product A,1997.1
2023-09-01,West,Product A,2344.56
2023-09-01,North,Product C,1440.37
2023-09-02,West,Product C,1941.07
2023-09-02,West,Product B,714.48
2023-09-02,South,Product B,469.15
2023-09-02,East,Product C,4304.66
2023-09-02,East,Product A,4551.06
2023-09-03,North,Product A,3408.05
2023-09-03,South,Product A,3140.24
2023-09-03,North,Product B,4272.27
2023-09-03,North,Product A,239.1
2023-09-04,West,Product A,892.26
2023-09-04,South,Product D,4845.85
2023-09-04,South,Product B,4663.12
2023-09-04,North,Product D,464.22
2023-09-04,West,Product C,3619.62
2023-09-04,East,Product D,4961.25
2023-09-04,South,Product D,2929.87
2023-09-05,South,Product D,4577.59
2023-09-05,North,Product B,2494.3
2023-09-05,South,Product D,4455.16
2023-09-05,East,Product A,2691.92
2023-09-05,South,Product C,2100.29
2023-09-05,North,Product A,292.82
2023-09-06,East,Product C,4993.16
2023-09-06,West,Product D,3181.75
2023-09-07,East,Product D,2386.09
2023-09-07,West,Product D,3643.55
2023-09-07,South,Product A,3760.65
2023-09-07,West,Product A,4907.82
2023-09-07,South,Product D,3642.51
2023-09-07,West,Product B,1361.09
2023-09-08,East,Product B,1668.54
2023-09-08,West,Product A,3004.44
2023-09-08,North,Product C,3939.62
2023-09-08,East,Product B,3783.7
2023-09-08,North,Product C,1696.65
2023-09-08,East,Product A,3452.58
2023-09-08,East,Product C,4987.69
2023-09-08,East,Product D,2985.87
2023-09-09,North,Product B,1863.96
2023-09-09,East,Product D,1391.0
2023-09-09,East,Product A,2375.52
2023-09-09,South,Product A,1421.28
2023-09-09,West,Product D,3417.06
2023-09-10,South,Product C,1469.99
2023-09-10,South,Product C,3865.53
2023-09-10,East,Product B,1199.75
2023-09-10,East,Product D,3913.58
2023-09-10,West,Product B,1180.36
2023-09-10,North,Product B,2596.2
2023-09-10,West,Product D,1634.05
2023-09-10,South,Product B,2581.76
2023-09-10,West,Product A,3124.61
2023-09-11,South,Product B,4720.65
2023-09-11,East,Product A,3250.35
2023-09-11,North,Product B,3447.54
2023-09-11,South,Product C,192.85
2023-09-11,North,Product C,1399.16
2023-09-11,North,Product D,4236.44
2023-09-11,North,Product B,1889.02
2023-09-11,South,Product C,1642.23
2023-09-11,South,Product D,3657.67
2023-09-11,South,Product B,3909.06
2023-09-11,North,Product D,4914.31
2023-09-12,South,Product C,2693.8
2023-09-12,South,Product B,319.97
2023-09-13,North,Product C,3710.12
2023-09-13,West,Product D,3429.76
2023-09-13,North,Product A,886.84
2023-09-13,South,Product D,1583.71
2023-09-13,North,Product B,3499.14
2023-09-13,East,Product D,550.33
2023-09-13,West,Product B,3053.26
2023-09-13,South,Product D,2190.12
2023-09-14,East,Product C,257.76
2023-09-14,East,Product A,3806.71
2023-09-14,East,Product A,94.58
2023-09-14,East,Product B,1539.55
2023-09-15,North,Product B,2209.63
2023-09-15,West,Product A,2298.64
2023-09-15,North,Product D,3800.41
2023-09-15,North,Product D,962.44
2023-09-15,West,Product D,465.56
2023-09-16,East,Product C,4944.93
2023-09-16,West,Product C,2042.93
2023-09-16,South,Product C,1053.15
2023-09-16,South,Product C,3397.36
2023-09-16,East,Product A,3830.05
2023-09-16,North,Product B,1139.33
2023-09-17,South,Product D,4199.77
2023-09-17,South,Product A,3713.18
2023-09-17,North,Product D,429.27
2023-09-17,North,Product A,2807.48
2023-09-17,South,Product D,3903.8
2023-09-17,South,Product D,3089.52
2023-09-17,East,Product C,744.41
2023-09-17,East,Product B,2317.43
2023-09-17,East,Product B,1997.51
2023-09-18,South,Product D,2485.98
2023-09-18,North,Product B,285.54
2023-09-18,West,Product B,4708.64
2023-09-18,South,Product B,2205.41
2023-09-18,South,Product B,4787.68
2023-09-18,South,Product C,3109.29
2023-09-18,North,Product D,3069.41
2023-09-18,South,Product A,1847.51
2023-09-18,East,Product A,617.47
2023-09-19,East,Product D,688.24
2023-09-19,West,Product A,1498.43
2023-09-19,North,Product A,241.49
2023-09-19,West,Product B,4255.24
2023-09-19,West,Product D,4079.56
2023-09-19,South,Product A,3573.82
2023-09-19,East,Product A,207.69
2023-09-20,North,Product C,4214.72
2023-09-20,West,Product C,2225.27
2023-09-20,North,Product B,4380.92
2023-09-20,North,Product D,3765.09
2023-09-20,West,Product C,4949.84
2023-09-21,North,Product D,3027.67
2023-09-21,West,Product C,3065.52
2023-09-21,South,Product A,4642.27
2023-09-21,West,Product A,2722.74
2023-09-21,South,Product B,3893.14
2023-09-21,South,Product B,4958.78
2023-09-21,West,Product C,2852.62
2023-09-21,South,Product A,1857.96
2023-09-22,North,Product B,1152.11
2023-09-22,North,Product D,4109.29
2023-09-22,East,Product C,1661.07
2023-09-22,East,Product B,2280.59
2023-09-22,South,Product B,4298.86
2023-09-22,North,Product C,2921.87
2023-09-23,South,Product D,545.32
2023-09-23,East,Product C,2612.36
2023-09-23,West,Product A,682.88
2023-09-23,South,Product A,2928.47
2023-09-23,South,Product B,3286.81
2023-09-24,West,Product A,2647.21
2023-09-24,North,Product B,4861.88
2023-09-24,North,Product D,1619.52
2023-09-24,North,Product C,265.63
2023-09-24,North,Product A,1679.23
2023-09-25,North,Product A,1976.16
2023-09-25,West,Product D,2016.28
2023-09-25,East,Product A,1466.0
2023-09-25,North,Product B,2346.13
2023-09-25,South,Product B,544.66
2023-09-25,South,Product B,649.03
2023-09-25,East,Product B,1369.95
2023-09-25,North,Product B,4996.71
2023-09-25,South,Product A,644.01
2023-09-25,North,Product A,3795.69
2023-09-25,North,Product A,2606.91
2023-09-25,West,Product A,926.82
2023-09-26,South,Product A,3794.56
2023-09-26,East,Product C,3575.33
2023-09-26,South,Product D,3821.75
2023-09-26,North,Product C,2878.13
2023-09-27,North,Product D,3468.97
2023-09-27,South,Product C,1632.26
2023-09-27,West,Product C,941.0
2023-09-27,North,Product A,3410.78
2023-09-27,West,Product A,4006.37
2023-09-27,West,Product C,4688.71
2023-09-27,North,Product C,2465.34
2023-09-28,South,Product B,4836.58
2023-09-28,West,Product D,2621.29
2023-09-28,West,Product D,223.16
2023-09-28,East,Product D,2537.61
2023-09-28,West,Product D,2020.37
2023-09-28,North,Product D,2190.05
2023-09-29,East,Product D,3046.73
2023-09-29,West,Product B,1717.79
2023-09-29,South,Product D,3693.61
2023-09-29,North,Product D,1515.52
2023-09-29,North,Product C,3589.77
2023-09-30,West,Product B,1075.07
2023-09-30,North,Product B,1827.4
2023-09-30,North,Product A,2590.44
2023-09-30,West,Product A,1886.77
2023-09-30,East,Product D,3415.19
2023-09-30,West,Product C,2791.18
2023-09-30,South,Product D,54.48
2023-09-30,East,Product A,72.99
2023-09-30,East,Product B,2813.25
2023-10-01,West,Product B,119.69
2023-10-01,South,Product C,3430.67
2023-10-01,South,Product B,97.22
2023-10-01,North,Product A,4272.9
2023-10-01,West,Product C,1108.92
2023-10-01,North,Product D,4769.51
2023-10-01,South,Product D,4151.9
2023-10-02,South,Product C,2203.15
2023-10-02,South,Product D,587.61
2023-10-02,North,Product A,2159.2
2023-10-03,South,Product D,3311.23
2023-10-03,West,Product A,3666.19
2023-10-03,North,Product C,731.76
2023-10-03,East,Product D,4345.75
2023-10-03,South,Product B,3754.56
2023-10-03,East,Product D,1342.58
2023-10-03,North,Product B,1168.63
2023-10-04,West,Product D,3931.73
2023-10-04,South,Product C,4085.14
2023-10-04,South,Product D,1349.16
2023-10-04,North,Product A,948.41
2023-10-04,South,Product D,2051.35
2023-10-04,North,Product D,272.16
2023-10-04,West,Product D,4770.18
2023-10-04,West,Product A,4504.55
2023-10-04,South,Product C,713.18
2023-10-04,West,Product D,137.64
2023-10-04,South,Product C,3166.88
2023-10-04,South,Product B,2685.12
2023-10-04,West,Product D,4355.35
2023-10-04,East,Product B,3151.0
2023-10-05,East,Product B,840.17
2023-10-05,East,Product B,4064.53
2023-10-05,North,Product C,1021.27
2023-10-05,East,Product B,4704.99
2023-10-05,South,Product B,1757.2
2023-10-05,North,Product B,4706.55
2023-10-06,South,Product D,4350.35
2023-10-06,North,Product C,3704.05
2023-10-06,West,Product D,800.36
2023-10-06,North,Product A,2464.99
2023-10-06,West,Product D,694.46
2023-10-06,West,Product B,652.03
2023-10-07,North,Product B,4869.78
2023-10-07,East,Product B,3263.75
2023-10-07,West,Product C,4903.33
2023-10-07,West,Product C,3768.8
2023-10-07,North,Product A,3884.87
2023-10-07,East,Product B,3172.36
2023-10-08,North,Product C,2550.56
2023-10-08,South,Product D,1194.32
2023-10-08,West,Product B,3592.6
2023-10-08,North,Product D,4455.59
2023-10-08,South,Product A,3218.45
2023-10-09,North,Product C,4550.86
2023-10-09,West,Product C,1121.63
2023-10-09,North,Product D,2633.33
2023-10-09,South,Product D,3711.99
2023-10-09,South,Product A,4724.44
2023-10-10,South,Product C,2203.31
2023-10-10,North,Product A,2503.8
2023-10-10,East,Product B,355.32
2023-10-10,South,Product C,2301.79
2023-10-10,North,Product D,2217.0
2023-10-10,West,Product B,3190.48
2023-10-10,West,Product A,77.69
2023-10-10,East,Product D,1737.54
2023-10-10,North,Product C,728.49
2023-10-10,South,Product A,454.43
2023-10-10,East,Product A,3262.95
2023-10-11,West,Product B,1525.31
2023-10-11,North,Product B,71.58
2023-10-11,South,Product A,3576.35
2023-10-11,South,Product B,4437.16
2023-10-11,West,Product A,1249.53
2023-10-11,North,Product B,1384.33
2023-10-12,West,Product C,251.89
2023-10-12,South,Product C,1325.89
2023-10-12,West,Product A,697.67
2023-10-12,West,Product B,1540.74
2023-10-12,East,Product B,1593.3
2023-10-12,West,Product C,3145.72
2023-10-12,South,Product A,1409.13
2023-10-12,West,Product D,1338.97
2023-10-13,South,Product B,2383.27
2023-10-13,West,Product C,4266.85
2023-10-13,West,Product C,3146.67
2023-10-13,East,Product C,1529.08
2023-10-14,West,Product C,4526.91
2023-10-14,West,Product B,3251.69
2023-10-14,East,Product D,3542.82
2023-10-14,South,Product D,680.49
2023-10-14,South,Product B,74.88
2023-10-14,West,Product C,3858.95
2023-10-15,North,Product C,2772.4
2023-10-15,North,Product B,836.32
2023-10-15,East,Product B,1117.42
2023-10-15,South,Product A,3853.58
2023-10-15,North,Product C,1653.68
2023-10-15,North,Product B,1051.25
2023-10-15,North,Product A,4670.69
2023-10-15,South,Product D,3781.33
2023-10-15,West,Product C,2667.59
2023-10-16,West,Product A,2940.1
2023-10-16,North,Product C,786.5
2023-10-16,South,Product D,3285.81
2023-10-16,North,Product D,319.89
2023-10-16,South,Product A,3311.77
2023-10-16,South,Product A,2926.48
2023-10-16,West,Product B,2432.49
2023-10-16,West,Product A,2846.0
2023-10-16,West,Product B,2789.48
2023-10-16,South,Product A,4425.79
2023-10-16,West,Product A,566.64
2023-10-16,East,Product A,1291.12
2023-10-16,North,Product A,2964.36
2023-10-17,South,Product B,4871.01
2023-10-17,South,Product B,1048.44
2023-10-17,West,Product C,1590.4
2023-10-17,South,Product D,3260.06
2023-10-17,West,Product C,4483.81
2023-10-18,East,Product C,2649.75
2023-10-18,South,Product D,4203.65
2023-10-18,East,Product A,2693.44
2023-10-18,East,Product B,4548.99
2023-10-19,East,Product B,4683.92
2023-10-19,North,Product C,973.23
2023-10-19,West,Product B,2799.82
2023-10-19,East,Product A,141.7
2023-10-20,East,Product D,2698.62
2023-10-20,East,Product A,4728.33
2023-10-20,East,Product D,746.81
2023-10-20,West,Product A,2643.77
2023-10-20,West,Product D,1193.89
2023-10-20,East,Product D,3120.38
2023-10-21,West,Product D,3162.29
2023-10-21,West,Product D,4570.57
2023-10-21,West,Product B,4496.21
2023-10-21,West,Product B,4767.71
2023-10-21,East,Product D,675.53
2023-10-21,South,Product C,3939.71
2023-10-22,East,Product D,4608.39
2023-10-22,West,Product B,3151.89
2023-10-22,South,Product C,189.91
2023-10-22,West,Product B,3726.97
2023-10-22,South,Product C,605.75
2023-10-22,West,Product A,3662.37
2023-10-22,East,Product A,1754.92
2023-10-22,East,Product B,2366.92
2023-10-23,West,Product A,3603.79
2023-10-23,South,Product A,4254.64
2023-10-23,East,Product D,1453.13
2023-10-23,North,Product B,3924.13
2023-10-23,North,Product B,4409.71
2023-10-23,North,Product A,4172.57
2023-10-23,South,Product A,689.46
2023-10-23,West,Product C,1099.54
2023-10-23,East,Product C,2548.53
2023-10-23,South,Product C,4029.23
2023-10-23,South,Product D,1702.52
2023-10-24,South,Product C,2303.83
2023-10-24,North,Product C,1749.98
2023-10-25,North,Product A,4081.38
2023-10-25,East,Product B,4419.57
2023-10-25,North,Product A,4960.48
2023-10-26,South,Product B,150.69
2023-10-26,South,Product A,2249.69
2023-10-27,South,Product D,2745.43
2023-10-27,South,Product A,1111.57
2023-10-27,East,Product B,2052.36
2023-10-27,North,Product C,2684.18
2023-10-28,North,Product C,242.91
2023-10-28,South,Product C,3425.07
2023-10-28,East,Product B,1294.99
2023-10-28,East,Product B,902.36
2023-10-28,North,Product C,4993.56
2023-10-28,South,Product D,4966.2
2023-10-28,West,Product A,3249.69
2023-10-28,South,Product A,3198.4
2023-10-28,North,Product C,1303.56
2023-10-29,West,Product D,1949.68
2023-10-29,East,Product A,2411.79
2023-10-29,West,Product B,743.22
2023-10-29,East,Product C,1800.07
2023-10-29,South,Product D,2916.41
2023-10-29,East,Product C,1281.02
2023-10-29,East,Product B,4302.7
2023-10-29,West,Product D,3954.0
2023-10-29,West,Product D,2969.68
2023-10-29,West,Product B,4318.9
2023-10-29,South,Product C,1576.55
2023-10-30,South,Product B,4429.14
2023-10-30,North,Product A,3488.63
2023-10-30,East,Product C,4909.55
2023-10-30,East,Product D,2566.61
2023-10-30,South,Product A,465.81
2023-10-30,East,Product D,1559.43
2023-10-30,South,Product B,3598.34
2023-10-30,South,Product D,2907.84
2023-10-30,West,Product B,1094.64
2023-10-30,North,Product C,1623.8
2023-10-30,North,Product B,1803.62
2023-10-31,East,Product D,1607.0
2023-10-31,West,Product D,67.35
2023-10-31,East,Product C,1580.88
2023-10-31,South,Product D,2402.23
2023-10-31,South,Product A,4643.64
2023-10-31,South,Product A,4271.01
2023-10-31,North,Product C,4954.47
2023-10-31,West,Product D,2039.66
2023-11-01,East,Product A,681.12
2023-11-01,East,Product B,3285.33
2023-11-01,East,Product A,1325.81
2023-11-01,West,Product D,1915.9
2023-11-01,East,Product B,273.89
2023-11-01,South,Product A,3991.69
2023-11-01,South,Product C,1306.73
2023-11-01,South,Product B,76.35
2023-11-01,South,Product C,3207.22
2023-11-02,East,Product A,501.66
2023-11-02,South,Product C,1206.22
2023-11-02,South,Product A,3493.6
2023-11-02,North,Product D,2798.55
2023-11-02,East,Product A,497.08
2023-11-03,North,Product D,4153.04
2023-11-03,South,Product C,2246.05
2023-11-03,South,Product B,1018.55
2023-11-03,West,Product A,4065.22
2023-11-04,North,Product B,2823.34
2023-11-04,West,Product A,3394.95
2023-11-04,East,Product D,2205.18
2023-11-04,West,Product A,1095.75
2023-11-05,North,Product C,1887.31
2023-11-05,East,Product A,862.87
2023-11-05,West,Product B,4492.22
2023-11-05,West,Product A,2077.12
2023-11-05,North,Product B,900.36
2023-11-05,South,Product B,2792.01
2023-11-06,West,Product C,3661.55
2023-11-06,North,Product B,1287.78
2023-11-06,South,Product D,3773.17
2023-11-06,East,Product B,2935.2
2023-11-07,West,Product B,4454.19
2023-11-07,South,Product A,4849.16
2023-11-07,West,Product C,280.57
2023-11-07,South,Product D,2824.58
2023-11-07,West,Product A,3971.47
2023-11-07,South,Product B,3809.46
2023-11-07,South,Product D,370.62
2023-11-08,East,Product C,388.32
2023-11-08,West,Product C,1896.39
2023-11-08,East,Product D,4147.01
2023-11-08,East,Product A,812.17
2023-11-08,North,Product D,2038.18
2023-11-09,East,Product A,833.28
2023-11-09,North,Product B,3075.96
2023-11-09,South,Product B,1946.35
2023-11-09,North,Product C,2758.83
2023-11-09,West,Product B,3015.92
2023-11-09,North,Product D,269.76
2023-11-09,West,Product D,2850.8
2023-11-09,North,Product D,2666.72
2023-11-09,East,Product B,3841.83
2023-11-09,East,Product A,4037.9
2023-11-10,South,Product D,2444.22
2023-11-10,West,Product C,1245.25
2023-11-10,South,Product D,1468.96
2023-11-10,East,Product C,2132.76
2023-11-10,South,Product D,374.86
2023-11-10,North,Product A,1444.18
2023-11-10,North,Product C,3387.47
2023-11-10,West,Product B,3554.72
2023-11-10,North,Product A,2905.95
2023-11-10,West,Product A,1996.19
2023-11-10,South,Product B,2954.44
2023-11-10,East,Product A,4949.97
2023-11-11,South,Product C,4893.36
2023-11-11,West,Product C,694.44
2023-11-11,East,Product A,501.98
2023-11-11,West,Product D,2351.92
2023-11-11,East,Product B,651.71
2023-11-12,North,Product C,3508.25
2023-11-12,West,Product D,3714.55
2023-11-12,South,Product C,3129.73
2023-11-12,West,Product D,411.19
2023-11-13,West,Product B,546.82
2023-11-13,West,Product D,503.61
2023-11-13,South,Product B,1759.71
2023-11-13,South,Product B,3483.49
2023-11-14,West,Product A,191.17
2023-11-14,East,Product A,1780.78
2023-11-14,South,Product C,1812.04
2023-11-14,South,Product C,2649.99
2023-11-14,East,Product C,3323.62
2023-11-14,South,Product A,2377.73
2023-11-14,East,Product C,2032.95
2023-11-14,East,Product D,3386.43
2023-11-14,East,Product B,3042.83
2023-11-14,South,Product A,2540.98
2023-11-14,South,Product D,1856.88
2023-11-14,East,Product B,1200.06
2023-11-14,West,Product A,596.26
2023-11-15,East,Product A,974.33
2023-11-15,East,Product C,2648.42
2023-11-15,North,Product A,2158.7
2023-11-15,South,Product C,1359.24
2023-11-15,West,Product D,1226.23
2023-11-16,South,Product B,788.02
2023-11-16,West,Product A,315.05
2023-11-16,West,Product D,2822.02
2023-11-16,North,Product B,4993.13
2023-11-16,South,Product A,954.13
2023-11-16,North,Product A,3500.6
2023-11-16,South,Product C,2585.24
2023-11-16,South,Product A,419.99
2023-11-17,South,Product A,1507.6
2023-11-17,East,Product C,2402.47
2023-11-17,West,Product D,3354.63
2023-11-17,East,Product B,2986.12
2023-11-18,West,Product C,3253.0
2023-11-18,West,Product A,1897.86
2023-11-18,South,Product B,557.79
2023-11-18,South,Product A,130.04
2023-11-19,West,Product B,3674.84
2023-11-19,West,Product D,663.21
2023-11-19,South,Product C,121.63
2023-11-19,West,Product C,3152.58
2023-11-19,East,Product C,209.47
2023-11-19,North,Product C,4908.01
2023-11-20,South,Product C,3795.28
2023-11-20,West,Product C,3067.36
2023-11-20,East,Product D,3407.0
2023-11-20,North,Product A,3492.0
2023-11-20,North,Product D,4511.86
2023-11-20,West,Product A,2379.0
2023-11-20,East,Product A,190.86
2023-11-20,West,Product B,543.67
2023-11-20,North,Product A,2823.2
2023-11-21,South,Product D,4989.03
2023-11-21,East,Product D,2569.56
2023-11-21,South,Product C,1350.93
2023-11-21,East,Product A,3872.15
2023-11-21,East,Product D,3300.28
2023-11-21,North,Product A,1773.74
2023-11-22,West,Product C,425.56
2023-11-22,North,Product B,141.93
2023-11-22,South,Product B,4062.8
2023-11-22,East,Product C,3837.3
2023-11-22,West,Product D,3787.96
2023-11-22,South,Product A,2385.19
2023-11-22,East,Product B,4246.02
2023-11-23,South,Product D,2971.75
2023-11-23,West,Product B,1794.53
2023-11-23,South,Product C,4413.26
2023-11-23,West,Product C,549.4
2023-11-23,South,Product D,1401.49
2023-11-23,South,Product D,734.97
2023-11-23,East,Product C,4111.28
2023-11-24,West,Product B,919.35
2023-11-24,North,Product D,516.34
2023-11-24,North,Product B,1873.14
2023-11-25,North,Product A,1772.44
2023-11-25,South,Product C,899.04
2023-11-25,North,Product A,4140.03
2023-11-25,West,Product C,3550.33
2023-11-25,North,Product A,2966.14
2023-11-25,West,Product A,3797.12
2023-11-26,West,Product B,2594.45
2023-11-26,South,Product A,4046.49
2023-11-26,North,Product B,3273.43
2023-11-26,West,Product D,953.26
2023-11-26,West,Product B,3758.62
2023-11-26,East,Product C,2405.91
2023-11-27,West,Product C,2345.96
2023-11-27,West,Product A,4794.66
2023-11-27,North,Product B,4920.89
2023-11-27,East,Product A,2095.31
2023-11-27,East,Product D,4867.64
2023-11-27,West,Product C,3771.79
2023-11-27,West,Product D,1028.04
2023-11-27,East,Product C,3823.04
2023-11-27,West,Product C,3631.72
2023-11-28,North,Product B,2120.41
2023-11-28,West,Product B,2583.92
2023-11-28,West,Product B,1902.96
2023-11-28,North,Product C,1163.95
2023-11-28,South,Product C,865.47
2023-11-28,South,Product D,3015.11
2023-11-29,East,Product A,4951.04
2023-11-29,South,Product B,784.09
2023-11-29,East,Product A,2177.79
2023-11-30,West,Product C,622.59
2023-11-30,North,Product C,2249.75
2023-11-30,West,Product A,4173.63
2023-11-30,North,Product C,1296.35
2023-11-30,North,Product D,2240.33
2023-12-01,South,Product B,2331.8
2023-12-01,East,Product A,2528.64
2023-12-01,North,Product C,135.01
2023-12-01,East,Product C,901.89
2023-12-01,West,Product A,2233.95
2023-12-01,North,Product B,3391.96
2023-12-01,North,Product A,4133.45
2023-12-01,North,Product A,379.81
2023-12-02,West,Product D,2039.4
2023-12-02,East,Product D,907.36
2023-12-02,North,Product D,4174.71
2023-12-02,East,Product B,2018.08
2023-12-02,South,Product A,3799.54
2023-12-02,South,Product B,2088.32
2023-12-02,West,Product D,2685.95
2023-12-02,East,Product B,1942.7
2023-12-02,South,Product B,4484.2
2023-12-03,East,Product C,2573.88
2023-12-03,North,Product C,4311.23
2023-12-03,East,Product B,1694.93
2023-12-03,West,Product B,4540.23
2023-12-03,South,Product C,1505.32
2023-12-04,East,Product D,1745.04
2023-12-04,North,Product A,480.82
2023-12-04,North,Product B,1037.34
2023-12-04,West,Product B,4275.47
2023-12-04,North,Product A,676.4
2023-12-04,East,Product A,1146.39
2023-12-04,East,Product B,2976.65
2023-12-04,South,Product C,766.04
2023-12-04,South,Product A,3560.9
2023-12-05,North,Product A,910.3
2023-12-05,West,Product B,919.3
2023-12-05,East,Product B,2545.68
2023-12-05,South,Product B,404.97
2023-12-05,East,Product A,1687.89
2023-12-05,East,Product D,3044.5
2023-12-06,North,Product B,2853.63
2023-12-06,North,Product A,76.43
2023-12-06,North,Product A,505.09
2023-12-06,East,Product C,3294.15
2023-12-06,North,Product C,4443.57
2023-12-06,South,Product D,339.23
2023-12-06,South,Product D,385.59
2023-12-07,East,Product D,563.68
2023-12-07,South,Product A,4700.43
2023-12-07,East,Product C,715.43
2023-12-07,South,Product C,3393.01
2023-12-07,North,Product A,3762.44
2023-12-07,South,Product D,1411.45
2023-12-07,East,Product D,159.69
2023-12-08,North,Product C,375.92
2023-12-08,East,Product A,1994.17
2023-12-08,West,Product B,734.46
2023-12-08,West,Product C,4039.78
2023-12-08,North,Product C,4589.38
2023-12-08,East,Product C,3207.76
2023-12-08,North,Product D,4686.0
2023-12-08,East,Product C,529.91
2023-12-08,West,Product A,4129.27
2023-12-09,North,Product A,4750.0
2023-12-09,North,Product B,1488.72
2023-12-09,North,Product C,584.13
2023-12-09,South,Product D,4462.7
2023-12-09,North,Product A,4707.27
2023-12-09,East,Product A,1966.42
2023-12-09,North,Product B,1791.54
2023-12-10,East,Product A,1773.96
2023-12-10,West,Product D,3634.81
2023-12-10,West,Product C,54.67
2023-12-10,South,Product B,3297.92
2023-12-10,East,Product A,1413.46
2023-12-10,West,Product D,4455.33
2023-12-10,West,Product A,2265.74
2023-12-10,North,Product A,1231.64
2023-12-10,East,Product C,680.73
2023-12-11,West,Product C,4774.01
2023-12-11,South,Product B,150.39
2023-12-11,West,Product D,2607.43
2023-12-11,South,Product B,3376.92
2023-12-11,South,Product D,1437.07
2023-12-11,West,Product B,4509.77
2023-12-12,South,Product A,4484.27
2023-12-12,South,Product D,1771.46
2023-12-12,West,Product C,4389.16
2023-12-12,North,Product C,2677.22
2023-12-12,South,Product B,3236.66
2023-12-12,North,Product D,2920.84
2023-12-12,West,Product B,3850.91
2023-12-13,East,Product C,3557.47
2023-12-13,South,Product A,3914.63
2023-12-14,South,Product C,3738.41
2023-12-14,South,Product C,4672.6
2023-12-14,South,Product B,547.63
2023-12-14,North,Product D,737.85
2023-12-14,South,Product A,172.09
2023-12-14,East,Product C,3337.42
2023-12-14,South,Product A,1848.79
2023-12-15,East,Product A,4172.26
2023-12-15,North,Product A,4324.04
2023-12-15,North,Product B,281.15
2023-12-15,East,Product C,3138.53
